type,content
link,#cite_ref-200
link,https://www.scimagoir.com/rankings.php?sector=Higher+educ.&country=all
link,https://web.archive.org/web/20190422183813/https://www.scimagoir.com/rankings.php?sector=Higher%20educ.&country=all
link,#cite_ref-201
link,http://www.timeshighereducation.co.uk/world-university-rankings/2011/reputation-ranking/analysis
link,https://web.archive.org/web/20140404153936/http://www.timeshighereducation.co.uk/world-university-rankings/2011/reputation-ranking/analysis
link,#cite_ref-202
link,https://web.archive.org/web/20160113052748/http://www.usnews.com/education/best-global-universities/rankings?int=a27a09
link,https://www.usnews.com/education/best-global-universities/rankings?int=a27a09
link,#cite_ref-203
link,http://rankings.ft.com/businessschoolrankings/global-mba-ranking-2019
link,/wiki/Financial_Times
link,https://web.archive.org/web/20190912040109/http://rankings.ft.com/businessschoolrankings/global-mba-ranking-2019
link,#cite_ref-Nature_Index_2016_204-0
link,https://www.natureindex.com/institution-outputs/generate/all/global/all
link,https://web.archive.org/web/20211214155457/https://www.natureindex.com/institution-outputs/generate/all/global/all
link,#cite_ref-Nature_Index_FAQs_205-0
link,https://www.natureindex.com/faq#introduction1
link,https://web.archive.org/web/20190401154037/https://www.natureindex.com/faq#introduction1
link,#cite_ref-206
link,https://web.archive.org/web/20150925221025/http://www.boivigny.com/Classement-2011-des-universites-par-l-Ecole-des-Mines-le-french-ranking-par-excellence_a781.html
link,http://www.boivigny.com/Classement-2011-des-universites-par-l-Ecole-des-Mines-le-french-ranking-par-excellence_a781.html
link,#cite_ref-207
link,https://www.timeshighereducation.com/student/news/best-uk-universities-chosen-major-employers
link,https://web.archive.org/web/20160304044555/https://www.timeshighereducation.com/student/news/best-uk-universities-chosen-major-employers
link,#cite_ref-208
link,https://www.thecompleteuniversityguide.co.uk/league-tables/who's-who-in-the-subject-league-tables/
link,https://web.archive.org/web/20170707084348/https://www.thecompleteuniversityguide.co.uk/league-tables/who%27s-who-in-the-subject-league-tables/
link,#cite_ref-209
link,https://www.thecompleteuniversityguide.co.uk/oxford/performance
link,https://web.archive.org/web/20170707134428/https://www.thecompleteuniversityguide.co.uk/oxford/performance
link,#cite_ref-210
link,http://www.topuniversities.com/universities/university-oxford
link,https://web.archive.org/web/20160914081837/http://www.topuniversities.com/universities/university-oxford
link,#cite_ref-211
link,http://www.cherwell.org/news/topstories/2015/05/22/students-vote-overwhelmingly-to-retain-subfusc
link,https://web.archive.org/web/20150523132145/http://www.cherwell.org/news/topstories/2015/05/22/students-vote-overwhelmingly-to-retain-subfusc
link,#cite_ref-212
link,https://web.archive.org/web/20060308222153/http://oxfordstudent.com/ht2006wk1/News/end_of_an_era%3A_subfusc_could_be_sent_down
link,http://oxfordstudent.com/ht2006wk1/News/end_of_an_era%3A_subfusc_could_be_sent_down
link,#cite_ref-213
link,https://web.archive.org/web/20120910005933/http://www.govtoday.co.uk/education/40-higher-education/12099-support-for-transgender-students-taking-oxford-university-exams
link,http://www.govtoday.co.uk/education/40-higher-education/12099-support-for-transgender-students-taking-oxford-university-exams
link,#cite_ref-214
link,https://www.cherwell.org/2021/05/14/who-are-we-really-trashing/
link,https://web.archive.org/web/20230418141730/https://www.cherwell.org/2021/05/14/who-are-we-really-trashing/
link,#cite_ref-215
link,https://www.socsci.ox.ac.uk/article/call-for-submissions
link,https://web.archive.org/web/20221007085440/https://www.socsci.ox.ac.uk/article/call-for-submissions
link,#cite_ref-216
link,https://www.oxfordimps.com/shows
link,#cite_ref-217
link,https://www.oxfordmail.co.uk/news/4789606.once-member-always-member/
link,#cite_ref-218
link,https://www.gq-magazine.co.uk/article/insiders-guide-to-oxford-university
link,#cite_ref-OxfordSU_219-0
link,http://cherwell.org/2017/08/17/dnp-ousu-is-dead-long-live-the-oxford-su/
link,/wiki/Cherwell_(newspaper)
link,https://web.archive.org/web/20181026222839/http://cherwell.org/2017/08/17/dnp-ousu-is-dead-long-live-the-oxford-su/
link,#cite_ref-ebp_220-0
link,#cite_ref-ebp_220-1
link,https://web.archive.org/web/20121030125500/https://www.suttontrust.com/public/documents/2MPs_educational_backgrounds_2010_A.pdf
link,http://www.suttontrust.com/public/documents/2MPs_educational_backgrounds_2010_A.pdf
link,#cite_ref-221
link,http://www.kongehuset.no/artikkel.html?tid=28731
link,https://web.archive.org/web/20130511090259/http://www.kongehuset.no/artikkel.html?tid=28731
link,#cite_ref-222
link,https://web.archive.org/web/20070607041209/http://www.primeministers.naa.gov.au/fastfacts.asp?pmSelectName=19
link,http://primeministers.naa.gov.au/fastfacts.asp?pmSelectName=19
link,#cite_ref-223
link,http://primeministers.naa.gov.au/primeministers/fraser/fast-facts.aspx
link,https://web.archive.org/web/20090912201046/http://www.primeministers.naa.gov.au/primeministers/fraser/fast-facts.aspx
link,#cite_ref-224
link,http://infotrac.galegroup.com.libezproxy.open.ac.uk/itw/infomark/949/202/8859513w19/purl%3Drc2_TTDA_2_%22bob+hawke%22+and+%22university+college%22+and+oxford%26dyn%3Dsig%2123?sw_aep=tou
link,https://web.archive.org/web/20230927195943/https://msds.open.ac.uk/signon/SAMS001_CDC.aspx?URL=https://libraryauth.open.ac.uk/ezproxy/ezproxy_generate_ticket.php?url=ezp.2aHR0cDovL2luZm90cmFjLmdhbGVncm91cC5jb20vaXR3L2luZm9tYXJrLzk0OS8yMDIvODg1OTUxM3cxOS9wdXJsJTNEcmMyX1RUREFfMl8lMjJib2IraGF3a2UlMjIrYW5kKyUyMnVuaXZlcnNpdHkrY29sbGVnZSUyMithbmQrb3hmb3JkJTI2ZHluJTNEc2lnITIzP3N3X2FlcD10b3U-
link,#cite_ref-225
link,/wiki/The_Globe_and_Mail
link,#cite_ref-226
link,http://infotrac.galegroup.com.libezproxy.open.ac.uk/itw/infomark/840/396/4587225w17/purl%3Drc1_TTDA_0_CS117673825%26dyn%3D33%21xrn_6_0_CS117673825%26hst_1?sw_aep=tou
link,https://web.archive.org/web/20230927200034/https://msds.open.ac.uk/signon/SAMS001_CDC.aspx?URL=https://libraryauth.open.ac.uk/ezproxy/ezproxy_generate_ticket.php?url=ezp.2aHR0cDovL2luZm90cmFjLmdhbGVncm91cC5jb20vaXR3L2luZm9tYXJrLzg0MC8zOTYvNDU4NzIyNXcxNy9wdXJsJTNEcmMxX1RUREFfMF9DUzExNzY3MzgyNSUyNmR5biUzRDMzIXhybl82XzBfQ1MxMTc2NzM4MjUlMjZoc3RfMT9zd19hZXA9dG91
link,#cite_ref-227
link,http://www.oxforddnb.com/view/article/34849
link,/wiki/Dictionary_of_National_Biography#Oxford_Dictionary_of_National_Biography
link,/wiki/Doi_(identifier)
link,https://doi.org/10.1093%2Fref%3Aodnb%2F34849
link,https://web.archive.org/web/20160206005851/http://www.oxforddnb.com/view/article/34849
link,https://www.oxforddnb.com/help/subscribe#public
link,#cite_ref-228
link,https://www.arabnews.com/node/1611351/middle-east
link,https://web.archive.org/web/20200113223453/https://www.arabnews.com/node/1611351/middle-east
link,#cite_ref-229
link,http://news.bbc.co.uk/1/hi/education/1441248.stm
link,https://web.archive.org/web/20040526123036/http://news.bbc.co.uk/1/hi/education/1441248.stm
link,#cite_ref-230
link,http://nobelprize.org/nobel_prizes/peace/laureates/1991/kyi-bio.html
link,https://web.archive.org/web/20071027035904/http://nobelprize.org/nobel_prizes/peace/laureates/1991/kyi-bio.html
link,#cite_ref-231
link,http://www.raonline.ch/pages/bt/pol/bt_polpenlop01.html
link,https://web.archive.org/web/20080430102351/http://www.raonline.ch/pages/bt/pol/bt_polpenlop01.html
link,#cite_ref-232
link,https://www.bbc.co.uk/news/uk-england-oxfordshire-53107764
link,/wiki/BBC_News
link,https://web.archive.org/web/20220716215947/https://www.bbc.co.uk/news/uk-england-oxfordshire-53107764
link,#cite_ref-Sands-2010_233-0
link,https://www.theguardian.com/law/2010/sep/11/lord-bingham-of-cornhill-obituary
link,/wiki/ISSN_(identifier)
link,https://www.worldcat.org/issn/0261-3077
link,https://web.archive.org/web/20160307063441/http://www.theguardian.com/law/2010/sep/11/lord-bingham-of-cornhill-obituary
link,#cite_ref-234
link,http://www.economist.com/node/17035933
link,/wiki/ISSN_(identifier)
link,https://www.worldcat.org/issn/0013-0613
link,https://web.archive.org/web/20161021001220/http://www.economist.com/node/17035933
link,#cite_ref-235
link,https://www.theguardian.com/uk/1999/mar/06/claredyer1
link,/wiki/ISSN_(identifier)
link,https://www.worldcat.org/issn/0261-3077
link,https://web.archive.org/web/20160816164935/https://www.theguardian.com/uk/1999/mar/06/claredyer1
link,#cite_ref-news.bbc.co.uk_236-0
link,#cite_ref-news.bbc.co.uk_236-1
link,http://news.bbc.co.uk/1/hi/uk/290996.stm
link,https://web.archive.org/web/20051123064114/http://news.bbc.co.uk/1/hi/uk/290996.stm
link,#cite_ref-237
link,https://www.supremecourt.uk/about/biographies-of-the-justices.html
link,https://web.archive.org/web/20190522153902/https://www.supremecourt.uk/about/biographies-of-the-justices.html
link,#cite_ref-238
link,https://www.supremecourt.uk/about/biographies-of-the-justices.html
link,#cite_ref-239
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-0-7493-8640-5
link,#cite_ref-240
link,http://www.ox.ac.uk/about/oxford-people/famous-oxonians
link,https://web.archive.org/web/20161011195537/http://www.ox.ac.uk/about/oxford-people/famous-oxonians
link,#cite_ref-241
link,http://www.oxforddnb.com/view/article/31687
link,/wiki/Dictionary_of_National_Biography#Oxford_Dictionary_of_National_Biography
link,/wiki/Doi_(identifier)
link,https://doi.org/10.1093%2Fref%3Aodnb%2F31687
link,https://www.oxforddnb.com/help/subscribe#public
link,#cite_ref-242
link,http://www.oxforddnb.com/view/article/89469
link,/wiki/Dictionary_of_National_Biography#Oxford_Dictionary_of_National_Biography
link,/wiki/Doi_(identifier)
link,https://doi.org/10.1093%2Fref%3Aodnb%2F89469
link,https://web.archive.org/web/20160304124542/http://www.oxforddnb.com/view/article/89469
link,https://www.oxforddnb.com/help/subscribe#public
link,#cite_ref-243
link,https://web.archive.org/web/20090122054851/http://dailyprincetonian.com/2008/12/12/22450/
link,http://dailyprincetonian.com/2008/12/12/22450/
link,#cite_ref-244
link,https://www.supremecourt.gov/about/biographies.aspx#NGorsuch
link,https://web.archive.org/web/20110721063602/https://www.supremecourt.gov/about/biographies.aspx#NGorsuch
link,#cite_ref-245
link,https://web.archive.org/web/20190427075959/http://etcweb.princeton.edu/CampusWWW/Companion/harlan_john.html
link,http://etcweb.princeton.edu/CampusWWW/Companion/harlan_john.html
link,#cite_ref-246
link,https://web.archive.org/web/20161021012843/http://www.magd.ox.ac.uk/member-of-staff/david-souter/
link,http://www.magd.ox.ac.uk/member-of-staff/david-souter/
link,#cite_ref-247
link,https://www.youtube.com/watch?t=14&v=Uo8kof3-zRw
link,https://web.archive.org/web/20160101112028/https://www.youtube.com/watch?t=14&v=Uo8kof3-zRw
link,#cite_ref-248
link,https://web.archive.org/web/20181230131041/https://www.biography.com/people/byron-r-white-36984
link,http://www.biography.com/people/byron-r-white-36984
link,#cite_ref-249
link,https://www.nytimes.com/1981/08/18/obituaries/sir-humphrey-waldock-77-head-of-international-court.html
link,/wiki/ISSN_(identifier)
link,https://www.worldcat.org/issn/0362-4331
link,https://web.archive.org/web/20161021011202/http://www.nytimes.com/1981/08/18/obituaries/sir-humphrey-waldock-77-head-of-international-court.html
link,#cite_ref-250
link,http://www.echr.coe.int/Documents/CV_Bratza_ENG.pdf
link,https://web.archive.org/web/20170317130206/http://echr.coe.int/Documents/CV_Bratza_ENG.pdf
link,#cite_ref-251
link,https://www.law.ox.ac.uk/ouclj/patrons-journal
link,https://web.archive.org/web/20161021012058/https://www.law.ox.ac.uk/ouclj/patrons-journal
link,#cite_ref-252
link,https://www.sthildas.ox.ac.uk/content/hon-mrs-justice-doreen-le-pichon-gbs-ja-law-1965
link,https://web.archive.org/web/20180719113826/https://www.sthildas.ox.ac.uk/content/hon-mrs-justice-doreen-le-pichon-gbs-ja-law-1965
link,#cite_ref-253
link,http://www.exeter.ox.ac.uk/node/273.html
link,https://web.archive.org/web/20161021012714/http://www.exeter.ox.ac.uk/node/273.html
link,#cite_ref-254
link,https://www.concourt.org.za/index.php/judges/former-judges/11-former-judges/59-justice-laurie-ackermann
link,https://web.archive.org/web/20220705065229/https://www.concourt.org.za/index.php/judges/former-judges/11-former-judges/59-justice-laurie-ackermann
link,#cite_ref-255
link,https://www.concourt.org.za/index.php/judges/former-judges/13-current-judges/179-justice-cameron-2
link,https://web.archive.org/web/20220705061705/https://www.concourt.org.za/index.php/judges/former-judges/13-current-judges/179-justice-cameron-2
link,#cite_ref-Hodgson_256-0
link,#cite_ref-Hodgson_256-1
link,https://www.theguardian.com/law/2013/feb/14/ronald-dworkin
link,/wiki/ISSN_(identifier)
link,https://www.worldcat.org/issn/0261-3077
link,https://web.archive.org/web/20170103113937/https://www.theguardian.com/law/2013/feb/14/ronald-dworkin
link,#cite_ref-257
link,https://www.asc.ox.ac.uk/person/48
link,https://web.archive.org/web/20161021013825/https://www.asc.ox.ac.uk/person/48
link,#cite_ref-258
link,https://www.tatler.com/news/articles/january-2016/amal-clooney-the-most-wanted-woman-in-britain
link,https://web.archive.org/web/20161021011308/http://www.tatler.com/news/articles/january-2016/amal-clooney-the-most-wanted-woman-in-britain
link,#cite_ref-Wiles_Regius_259-0
link,http://www.ox.ac.uk/news/2018-05-31-sir-andrew-wiles-appointed-first-regius-professor-mathematics-oxford
link,https://web.archive.org/web/20180917123615/http://www.ox.ac.uk/news/2018-05-31-sir-andrew-wiles-appointed-first-regius-professor-mathematics-oxford
link,#cite_ref-260
link,http://news.bbc.co.uk/1/hi/technology/3357073.stm
link,https://web.archive.org/web/20071223055131/http://news.bbc.co.uk/1/hi/technology/3357073.stm
link,#cite_ref-ACM_Turing_261-0
link,/wiki/Christopher_J._Date
link,http://amturing.acm.org/award_winners/codd_1000892.cfm
link,/wiki/Association_for_Computing_Machinery
link,https://web.archive.org/web/20170919185942/http://amturing.acm.org/award_winners/codd_1000892.cfm
link,#cite_ref-262
link,https://web.archive.org/web/20130102024613/https://www.ox.ac.uk/about_the_university/oxford_people/oxonian_award_winners/index.html
link,http://www.ox.ac.uk/about_the_university/oxford_people/oxonian_award_winners/index.html
link,#cite_ref-nobelDH_263-0
link,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1964/hodgkin.html
link,/wiki/Nobel_Foundation
link,https://web.archive.org/web/20111029022238/http://www.nobelprize.org/nobel_prizes/chemistry/laureates/1964/hodgkin.html
link,#cite_ref-nobelHF_264-0
link,https://www.nobelprize.org/prizes/medicine/1945/florey/facts/
link,/wiki/Nobel_Foundation
link,https://web.archive.org/web/20181028190332/https://www.nobelprize.org/prizes/medicine/1945/florey/facts/
link,#cite_ref-265
link,https://web.archive.org/web/20070510045539/http://www.new.ox.ac.uk/Teaching_and_Research/Staff_Profile_Page.php?staffId=15
link,"/wiki/New_College,_Oxford"
link,http://www.new.ox.ac.uk/emeritus-honorary-and-wykeham-fellows
link,#cite_ref-266
link,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1921/
link,/wiki/Nobel_Foundation
link,https://web.archive.org/web/20110928023430/http://www.nobelprize.org/nobel_prizes/chemistry/laureates/1921/
link,#cite_ref-267
link,https://books.google.com/books?id=Do_iKlGo75IC&q=oxford&pg=PA42
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-0-8020-9018-8
link,https://web.archive.org/web/20230927195938/https://books.google.com/books?id=Do_iKlGo75IC&q=oxford&pg=PA42#v=snippet&q=oxford&f=false
link,#cite_ref-268
link,http://www.oxfordtimes.co.uk/lifestyle/thisweek/9617968.How_Einstein_fled_from_the_Nazis_to_an_Oxford_college/
link,https://web.archive.org/web/20130516233100/http://www.oxfordtimes.co.uk/lifestyle/thisweek/9617968.How_Einstein_fled_from_the_Nazis_to_an_Oxford_college/
link,#cite_ref-269
link,http://www.oxforddnb.com/view/article/7749
link,/wiki/Dictionary_of_National_Biography#Oxford_Dictionary_of_National_Biography
link,/wiki/Doi_(identifier)
link,https://doi.org/10.1093%2Fref%3Aodnb%2F7749
link,https://web.archive.org/web/20150924162013/http://www.oxforddnb.com/view/article/7749
link,https://www.oxforddnb.com/help/subscribe#public
link,#cite_ref-270
link,http://www.oxforddnb.com/view/article/40460
link,/wiki/Dictionary_of_National_Biography#Oxford_Dictionary_of_National_Biography
link,/wiki/Doi_(identifier)
link,https://doi.org/10.1093%2Fref%3Aodnb%2F40460
link,https://web.archive.org/web/20131005010329/http://www.oxforddnb.com/view/article/40460
link,https://www.oxforddnb.com/help/subscribe#public
link,#cite_ref-271
link,http://news.bbc.co.uk/1/hi/world/americas/563390.stm
link,https://web.archive.org/web/20081228113403/http://news.bbc.co.uk/1/hi/world/americas/563390.stm
link,#cite_ref-272
link,/wiki/David_King_Dunaway
link,http://www.oxforddnb.com/view/article/34082
link,/wiki/Dictionary_of_National_Biography#Oxford_Dictionary_of_National_Biography
link,/wiki/Doi_(identifier)
link,https://doi.org/10.1093%2Fref%3Aodnb%2F34082
link,https://web.archive.org/web/20160206005850/http://www.oxforddnb.com/view/article/34082
link,https://www.oxforddnb.com/help/subscribe#public
link,#cite_ref-273
link,http://www.oxforddnb.com/view/article/34512
link,/wiki/Dictionary_of_National_Biography#Oxford_Dictionary_of_National_Biography
link,/wiki/Doi_(identifier)
link,https://doi.org/10.1093%2Fref%3Aodnb%2F34512
link,https://web.archive.org/web/20131005010430/http://www.oxforddnb.com/view/article/34512
link,https://www.oxforddnb.com/help/subscribe#public
link,#cite_ref-274
link,http://www.oxforddnb.com/view/article/31766
link,/wiki/Dictionary_of_National_Biography#Oxford_Dictionary_of_National_Biography
link,/wiki/Doi_(identifier)
link,https://doi.org/10.1093%2Fref%3Aodnb%2F31766
link,https://web.archive.org/web/20160206005851/http://www.oxforddnb.com/view/article/31766
link,https://www.oxforddnb.com/help/subscribe#public
link,#cite_ref-275
link,http://www.oxforddnb.com/view/article/36788
link,/wiki/Dictionary_of_National_Biography#Oxford_Dictionary_of_National_Biography
link,/wiki/Doi_(identifier)
link,https://doi.org/10.1093%2Fref%3Aodnb%2F36788
link,https://web.archive.org/web/20150413095921/http://www.oxforddnb.com/view/article/36788
link,https://www.oxforddnb.com/help/subscribe#public
link,#cite_ref-276
link,/wiki/Owen_Dudley_Edwards
link,http://www.oxforddnb.com/view/article/29400
link,/wiki/Dictionary_of_National_Biography#Oxford_Dictionary_of_National_Biography
link,/wiki/Doi_(identifier)
link,https://doi.org/10.1093%2Fref%3Aodnb%2F29400
link,https://web.archive.org/web/20151117023403/http://www.oxforddnb.com/view/article/29400
link,https://www.oxforddnb.com/help/subscribe#public
link,#cite_ref-277
link,http://www.oxforddnb.com/view/article/25312
link,/wiki/Dictionary_of_National_Biography#Oxford_Dictionary_of_National_Biography
link,/wiki/Doi_(identifier)
link,https://doi.org/10.1093%2Fref%3Aodnb%2F25312
link,https://web.archive.org/web/20151117023401/http://www.oxforddnb.com/view/article/25312
link,https://www.oxforddnb.com/help/subscribe#public
link,#cite_ref-278
link,http://www.oxforddnb.com/view/article/7819
link,/wiki/Dictionary_of_National_Biography#Oxford_Dictionary_of_National_Biography
link,/wiki/Doi_(identifier)
link,https://doi.org/10.1093%2Fref%3Aodnb%2F7819
link,https://web.archive.org/web/20150924162023/http://www.oxforddnb.com/view/article/7819
link,https://www.oxforddnb.com/help/subscribe#public
link,#cite_ref-279
link,http://www.oxforddnb.com/view/article/34013
link,/wiki/Dictionary_of_National_Biography#Oxford_Dictionary_of_National_Biography
link,/wiki/Doi_(identifier)
link,https://doi.org/10.1093%2Fref%3Aodnb%2F34013
link,https://web.archive.org/web/20160206005850/http://www.oxforddnb.com/view/article/34013
link,https://www.oxforddnb.com/help/subscribe#public
link,#cite_ref-280
link,/wiki/Edward_Mendelson
link,http://www.oxforddnb.com/view/article/30775
link,/wiki/Dictionary_of_National_Biography#Oxford_Dictionary_of_National_Biography
link,/wiki/Doi_(identifier)
link,https://doi.org/10.1093%2Fref%3Aodnb%2F30775
link,https://web.archive.org/web/20130121145127/http://www.oxforddnb.com/view/article/30775
link,https://www.oxforddnb.com/help/subscribe#public
link,#cite_ref-281
link,http://www.oxforddnb.com/view/article/31333
link,/wiki/Dictionary_of_National_Biography#Oxford_Dictionary_of_National_Biography
link,/wiki/Doi_(identifier)
link,https://doi.org/10.1093%2Fref%3Aodnb%2F31333
link,https://web.archive.org/web/20150413093119/http://www.oxforddnb.com/view/article/31333
link,https://www.oxforddnb.com/help/subscribe#public
link,#cite_ref-282
link,http://www.oxforddnb.com/view/article/28799
link,/wiki/Dictionary_of_National_Biography#Oxford_Dictionary_of_National_Biography
link,/wiki/Doi_(identifier)
link,https://doi.org/10.1093%2Fref%3Aodnb%2F28799
link,https://web.archive.org/web/20150413095916/http://www.oxforddnb.com/view/article/28799
link,https://www.oxforddnb.com/help/subscribe#public
link,#cite_ref-283
link,http://www.oxforddnb.com/view/article/22918
link,/wiki/Dictionary_of_National_Biography#Oxford_Dictionary_of_National_Biography
link,/wiki/Doi_(identifier)
link,https://doi.org/10.1093%2Fref%3Aodnb%2F22918
link,https://web.archive.org/web/20120124191859/http://www.oxforddnb.com/view/article/22918
link,https://www.oxforddnb.com/help/subscribe#public
link,#cite_ref-284
link,http://www.oxforddnb.com/view/article/26056
link,/wiki/Dictionary_of_National_Biography#Oxford_Dictionary_of_National_Biography
link,/wiki/Doi_(identifier)
link,https://doi.org/10.1093%2Fref%3Aodnb%2F26056
link,https://web.archive.org/web/20160206005850/http://www.oxforddnb.com/view/article/26056
link,https://www.oxforddnb.com/help/subscribe#public
link,#cite_ref-285
link,http://www.oxforddnb.com/view/article/32066
link,/wiki/Dictionary_of_National_Biography#Oxford_Dictionary_of_National_Biography
link,/wiki/Doi_(identifier)
link,https://doi.org/10.1093%2Fref%3Aodnb%2F32066
link,https://web.archive.org/web/20150413035926/http://www.oxforddnb.com/view/article/32066
link,https://www.oxforddnb.com/help/subscribe#public
link,#cite_ref-286
link,http://www.oxforddnb.com/view/article/31014
link,/wiki/Dictionary_of_National_Biography#Oxford_Dictionary_of_National_Biography
link,/wiki/Doi_(identifier)
link,https://doi.org/10.1093%2Fref%3Aodnb%2F31014
link,https://web.archive.org/web/20150413093130/http://www.oxforddnb.com/view/article/31014
link,https://www.oxforddnb.com/help/subscribe#public
link,#cite_ref-287
link,/wiki/Kingsley_Amis
link,http://www.oxforddnb.com/view/article/30815
link,/wiki/Dictionary_of_National_Biography#Oxford_Dictionary_of_National_Biography
link,/wiki/Doi_(identifier)
link,https://doi.org/10.1093%2Fref%3Aodnb%2F30815
link,https://web.archive.org/web/20160206005850/http://www.oxforddnb.com/view/article/30815
link,https://www.oxforddnb.com/help/subscribe#public
link,#cite_ref-288
link,http://www.poetryarchive.org/poetryarchive/singlePoet.do?poetId=212
link,https://web.archive.org/web/20071013180229/http://www.poetryarchive.org/poetryarchive/singlePoet.do?poetId=212
link,#cite_ref-New_College_alumni_289-0
link,#cite_ref-New_College_alumni_289-1
link,https://web.archive.org/web/20070824150646/http://www.new.ox.ac.uk/The_College/A_Brief_History.php
link,http://www.new.ox.ac.uk/The_College/A_Brief_History.php
link,#cite_ref-290
link,http://www.magd.ox.ac.uk/college/famous-alumni
link,"/wiki/Magdalen_College,_Oxford"
link,https://web.archive.org/web/20081024100520/http://www.magd.ox.ac.uk/college/famous-alumni
link,#cite_ref-291
link,http://www.seh.ox.ac.uk/index.php?section=36
link,"/wiki/St_Edmund_Hall,_Oxford"
link,https://web.archive.org/web/20070613095515/http://www.seh.ox.ac.uk/index.php?section=36
link,#cite_ref-292
link,https://web.archive.org/web/20071127000004/https://www.spc.ox.ac.uk/uploads/SPC_Newsletter_Spring_2005.pdf
link,"/wiki/St_Peter%27s_College,_Oxford"
link,http://www.spc.ox.ac.uk/uploads/SPC_Newsletter_Spring_2005.pdf
link,#cite_ref-293
link,https://web.archive.org/web/20070705202700/http://www.archbishopofcanterbury.org/about/bio.html
link,http://www.archbishopofcanterbury.org/about/bio.html
link,#cite_ref-294
link,http://www.oxforddnb.com/view/article/29069
link,/wiki/Dictionary_of_National_Biography#Oxford_Dictionary_of_National_Biography
link,/wiki/Doi_(identifier)
link,https://doi.org/10.1093%2Fref%3Aodnb%2F29069
link,https://web.archive.org/web/20160206005850/http://www.oxforddnb.com/view/article/29069
link,https://www.oxforddnb.com/help/subscribe#public
link,#cite_ref-295
link,#cite_ref-phil-history_296-0
link,#cite_ref-phil-history_296-1
link,#cite_ref-phil-history_296-2
link,#cite_ref-phil-history_296-3
link,#cite_ref-phil-history_296-4
link,https://web.archive.org/web/20121022144359/http://www.philosophy.ox.ac.uk/the_faculty/history_of_philosophy
link,http://www.philosophy.ox.ac.uk/the_faculty/history_of_philosophy
link,#cite_ref-297
link,http://galileo.rice.edu/Catalog/NewFiles/hobbes.html
link,https://web.archive.org/web/20190427075808/http://galileo.rice.edu/Catalog/NewFiles/hobbes.html
link,#cite_ref-298
link,https://books.google.com/books?id=LGSytrSTMQwC&q=hobbes+hertford&pg=PT89
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-0-415-08083-5
link,https://web.archive.org/web/20230927195939/https://books.google.com/books?id=LGSytrSTMQwC&q=hobbes+hertford&pg=PT89
link,#cite_ref-299
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-987-1022-11-3
link,#cite_ref-Philippa_Foot_1978_300-0
link,https://www2.econ.iastate.edu/classes/econ362/hallam/Readings/FootDoubleEffect.pdf
link,https://web.archive.org/web/20170808235312/http://www2.econ.iastate.edu/classes/econ362/hallam/Readings/FootDoubleEffect.pdf
link,/wiki/Wayback_Machine
link,#cite_ref-301
link,http://www.matthewpinsent.com/biography.htm
link,https://web.archive.org/web/20071023052346/http://www.matthewpinsent.com/biography.htm
link,#cite_ref-302
link,#cite_ref-Encyclopedia_Britannica_1998_m340_303-0
link,#cite_ref-Encyclopedia_Britannica_1998_m340_303-1
link,https://www.britannica.com/biography/Gertrude-Bell
link,#cite_ref-The_Library_of_Congress_2022_t969_304-0
link,https://blogs.loc.gov/maps/2022/03/gertrude-bell/
link,#cite_ref-Tarabay_2006_k763_305-0
link,https://www.npr.org/2006/07/12/5552563/gertrude-bell-a-masterful-spy-and-diplomat
link,#cite_ref-Biography_2020_r612_306-0
link,https://www.biography.com/political-figures/gertrude-bell-biography-facts
link,#cite_ref-National_Portrait_Gallery_p192_307-0
link,https://www.npg.org.uk/collections/search/person/mp00361/gertrude-bell
link,#cite_ref-308
link,#cite_ref-309
link,https://archive.org/details/bim_eighteenth-century_the-adventures-of-oxymel_1768_2
link,#cite_ref-310
link,https://archive.org/details/englishuniversit0000proc
link,#cite_ref-311
link,#cite_ref-312
link,#cite_ref-313
link,#cite_ref-314
link,https://www.spectator.co.uk/2016/10/jan-morris-the-greatest-descriptive-writer-of-her-time/#
link,https://web.archive.org/web/20161118204511/http://www.spectator.co.uk/2016/10/jan-morris-the-greatest-descriptive-writer-of-her-time/
link,/w/index.php?title=University_of_Oxford&action=edit&section=43
link,/w/index.php?title=University_of_Oxford&action=edit&section=44
link,"/wiki/Brock,_Michael_G."
link,https://www.amazon.com/History-University-Oxford-Nineteenth-Century/dp/0199510172/
link,https://web.archive.org/web/20170305113540/https://www.amazon.com/History-University-Oxford-Nineteenth-Century/dp/0199510172
link,/wiki/Wayback_Machine
link,/wiki/Doi_(identifier)
link,https://doi.org/10.1093%2Facprof%3Aoso%2F9780199243563.001.0001
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-0-19-924356-3
link,/wiki/Christopher_N._L._Brooke
link,/wiki/Roger_Highfield_(historian)
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/0521301394
link,/wiki/OL_(identifier)
